"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Sep 05 09:16:18 GMT 2021","Sun Sep 05 09:16:32 GMT 2021","13767","vizsgaremek_tests","test_1000_policy","","","","test_1000_policy",""
"passed","Sun Sep 05 09:18:42 GMT 2021","Sun Sep 05 09:18:52 GMT 2021","10280","vizsgaremek_tests","test_1020_log","","","","test_1020_log",""
"failed","Sun Sep 05 09:18:52 GMT 2021","Sun Sep 05 09:19:11 GMT 2021","18469","vizsgaremek_tests","test_1021_log","","","","test_1021_log",""
"failed","Sun Sep 05 09:18:29 GMT 2021","Sun Sep 05 09:18:42 GMT 2021","13212","vizsgaremek_tests","test_1014_15_reg","","","","test_reg_1014_15",""
"broken","Sun Sep 05 09:16:32 GMT 2021","Sun Sep 05 09:17:09 GMT 2021","37119","vizsgaremek_tests","test_1010_13_reg","","","","test_1010_13reg",""
"passed","Sun Sep 05 09:19:38 GMT 2021","Sun Sep 05 09:20:19 GMT 2021","40992","vizsgaremek_tests","test_1041_upload","","","","test_1041_upload",""
"passed","Sun Sep 05 09:20:33 GMT 2021","Sun Sep 05 09:20:40 GMT 2021","7899","vizsgaremek_tests","test_1051_list","","","","test_1051_list",""
"passed","Sun Sep 05 09:20:56 GMT 2021","Sun Sep 05 09:21:08 GMT 2021","12471","vizsgaremek_tests","test_1070_save","","","","test_1070_save",""
"failed","Sun Sep 05 09:20:40 GMT 2021","Sun Sep 05 09:20:56 GMT 2021","15576","vizsgaremek_tests","test_1060_pag","","","","test_1060_pag",""
"passed","Sun Sep 05 09:19:27 GMT 2021","Sun Sep 05 09:19:38 GMT 2021","10729","vizsgaremek_tests","test_1040_entry_del","","","","test_1040_entry_del",""
"passed","Sun Sep 05 09:17:09 GMT 2021","Sun Sep 05 09:18:29 GMT 2021","79927","vizsgaremek_tests","test_1011_12_reg","","","","test_1011_reg",""
"passed","Sun Sep 05 09:19:19 GMT 2021","Sun Sep 05 09:19:27 GMT 2021","8217","vizsgaremek_tests","test_1024_logout","","","","test_1024_logout",""
"passed","Sun Sep 05 09:19:11 GMT 2021","Sun Sep 05 09:19:19 GMT 2021","8221","vizsgaremek_tests","test_1023_log","","","","test_1023_log",""
"passed","Sun Sep 05 09:20:19 GMT 2021","Sun Sep 05 09:20:33 GMT 2021","13481","vizsgaremek_tests","test_1045_modif","","","","test_1045_data_mod",""
