"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat Aug 14 20:02:14 GMT 2021","Sat Aug 14 20:02:32 GMT 2021","18222","vizsgaremek_tests","test_1021_log","","","","test_1021_log",""
"passed","Sat Aug 14 20:02:32 GMT 2021","Sat Aug 14 20:02:40 GMT 2021","8046","vizsgaremek_tests","test_1023_log","","","","test_1023_log",""
"passed","Sat Aug 14 20:02:48 GMT 2021","Sat Aug 14 20:02:59 GMT 2021","10863","vizsgaremek_tests","test_1040_entry_del","","","","test_1040_entry_del",""
"passed","Sat Aug 14 20:03:39 GMT 2021","Sat Aug 14 20:03:53 GMT 2021","13294","vizsgaremek_tests","test_1045_modif","","","","test_1045_data_mod",""
"passed","Sat Aug 14 20:02:04 GMT 2021","Sat Aug 14 20:02:14 GMT 2021","10080","vizsgaremek_tests","test_1020_log","","","","test_1020_log",""
"failed","Sat Aug 14 20:02:59 GMT 2021","Sat Aug 14 20:03:39 GMT 2021","40582","vizsgaremek_tests","test_1041_upload","","","","test_1041_upload",""
"passed","Sat Aug 14 19:59:51 GMT 2021","Sat Aug 14 20:00:31 GMT 2021","39426","vizsgaremek_tests","test_1010_13_reg","","","","test_1010_13reg",""
"passed","Sat Aug 14 20:02:40 GMT 2021","Sat Aug 14 20:02:48 GMT 2021","8048","vizsgaremek_tests","test_1024_logout","","","","test_1024_logout",""
"failed","Sat Aug 14 19:59:29 GMT 2021","Sat Aug 14 19:59:51 GMT 2021","22486","vizsgaremek_tests","test_1000_policy","","","","test_1000_policy",""
"passed","Sat Aug 14 20:00:31 GMT 2021","Sat Aug 14 20:01:50 GMT 2021","79615","vizsgaremek_tests","test_1011_12_reg","","","","test_1011_reg",""
"failed","Sat Aug 14 20:01:50 GMT 2021","Sat Aug 14 20:02:04 GMT 2021","13054","vizsgaremek_tests","test_1014_15_reg","","","","test_reg_1014_15",""
"failed","Sat Aug 14 20:03:53 GMT 2021","Sat Aug 14 20:04:00 GMT 2021","7111","vizsgaremek_tests","test_1051_list","","","","test_1051_list",""
"failed","Sat Aug 14 20:04:00 GMT 2021","Sat Aug 14 20:04:15 GMT 2021","15280","vizsgaremek_tests","test_1060_pag","","","","test_1060_pag",""
