"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Aug 11 13:19:55 GMT 2021","Wed Aug 11 13:19:55 GMT 2021","1","vizsgaremek_tests","test_1014_15_reg","","","","test_reg_1014_15",""
"broken","Wed Aug 11 13:19:55 GMT 2021","Wed Aug 11 13:19:55 GMT 2021","0","vizsgaremek_tests","test_1024_logout","","","","test_1024_logout",""
"broken","Wed Aug 11 13:19:55 GMT 2021","Wed Aug 11 13:19:55 GMT 2021","0","vizsgaremek_tests","test_1045_modif","","","","test_1045_data_mod",""
"broken","Wed Aug 11 13:19:55 GMT 2021","Wed Aug 11 13:19:55 GMT 2021","0","vizsgaremek_tests","test_1023_log","","","","test_1023_log",""
"broken","Wed Aug 11 13:19:55 GMT 2021","Wed Aug 11 13:19:55 GMT 2021","0","vizsgaremek_tests","test_1021_log","","","","test_1021_log",""
"broken","Wed Aug 11 13:19:55 GMT 2021","Wed Aug 11 13:19:55 GMT 2021","0","vizsgaremek_tests","test_1011_12_reg","","","","test_1011_reg",""
"broken","Wed Aug 11 13:19:55 GMT 2021","Wed Aug 11 13:19:55 GMT 2021","1","vizsgaremek_tests","test_1010_13_reg","","","","test_1010_13reg",""
"broken","Wed Aug 11 13:19:55 GMT 2021","Wed Aug 11 13:19:55 GMT 2021","68","vizsgaremek_tests","test_1000_policy","","","","test_1000_policy",""
"broken","Wed Aug 11 13:19:55 GMT 2021","Wed Aug 11 13:19:55 GMT 2021","0","vizsgaremek_tests","test_1041_upload","","","","test_1045_upload",""
"broken","Wed Aug 11 13:19:55 GMT 2021","Wed Aug 11 13:19:55 GMT 2021","0","vizsgaremek_tests","test_1020_log","","","","test_1020_log",""
"broken","Wed Aug 11 13:19:55 GMT 2021","Wed Aug 11 13:19:55 GMT 2021","0","vizsgaremek_tests","test_1040_entry_del","","","","test_1040_new_data_ent",""
"broken","Wed Aug 11 13:19:55 GMT 2021","Wed Aug 11 13:19:55 GMT 2021","0","vizsgaremek_tests","test_1061_list","","","","test_1051_list",""
